file,natoms,formula,pubchem_cid,pubchem_url
geometries/natoms_46_cid_1780.sdf,46,C20H24O2,1780,https://pubchem.ncbi.nlm.nih.gov/compound/1780
geometries/natoms_43_cid_1812.sdf,43,C20H18O5,1812,https://pubchem.ncbi.nlm.nih.gov/compound/1812
geometries/natoms_60_cid_1823.sdf,60,C21H38O,1823,https://pubchem.ncbi.nlm.nih.gov/compound/1823
geometries/natoms_47_cid_1827.sdf,47,C15H24N2O6,1827,https://pubchem.ncbi.nlm.nih.gov/compound/1827
geometries/natoms_46_cid_1934.sdf,46,C19H24O3,1934,https://pubchem.ncbi.nlm.nih.gov/compound/1934
geometries/natoms_79_cid_1945.sdf,79,C33H38N2O6,1945,https://pubchem.ncbi.nlm.nih.gov/compound/1945
geometries/natoms_84_cid_1946.sdf,84,C36H40N6O2,1946,https://pubchem.ncbi.nlm.nih.gov/compound/1946
geometries/natoms_62_cid_2020.sdf,62,C19H35N3O5,2020,https://pubchem.ncbi.nlm.nih.gov/compound/2020
geometries/natoms_74_cid_2026.sdf,74,C28H32N8O6,2026,https://pubchem.ncbi.nlm.nih.gov/compound/2026
geometries/natoms_74_cid_2069.sdf,74,C33H34N2O5,2069,https://pubchem.ncbi.nlm.nih.gov/compound/2069
geometries/natoms_81_cid_2116.sdf,81,C29H50O2,2116,https://pubchem.ncbi.nlm.nih.gov/compound/2116
geometries/natoms_86_cid_2117.sdf,86,C31H52O3,2117,https://pubchem.ncbi.nlm.nih.gov/compound/2117
geometries/natoms_44_cid_2160.sdf,44,C20H23N,2160,https://pubchem.ncbi.nlm.nih.gov/compound/2160
geometries/natoms_47_cid_2193.sdf,47,C19H26O2,2193,https://pubchem.ncbi.nlm.nih.gov/compound/2193
geometries/natoms_76_cid_2204.sdf,76,C27H38N2O9,2204,https://pubchem.ncbi.nlm.nih.gov/compound/2204
geometries/natoms_91_cid_2212.sdf,91,C33H47N5O6,2212,https://pubchem.ncbi.nlm.nih.gov/compound/2212
geometries/natoms_66_cid_2290.sdf,66,C28H26N2O10,2290,https://pubchem.ncbi.nlm.nih.gov/compound/2290
geometries/natoms_65_cid_2296.sdf,65,C27H29N3O6,2296,https://pubchem.ncbi.nlm.nih.gov/compound/2296
geometries/natoms_68_cid_2324.sdf,68,C28H31N3O6,2324,https://pubchem.ncbi.nlm.nih.gov/compound/2324
geometries/natoms_72_cid_2335.sdf,72,C27H42NO2+,2335,https://pubchem.ncbi.nlm.nih.gov/compound/2335
geometries/natoms_61_cid_2342.sdf,61,C22H32N2O5,2342,https://pubchem.ncbi.nlm.nih.gov/compound/2342
geometries/natoms_61_cid_2351.sdf,61,C24H34N2O,2351,https://pubchem.ncbi.nlm.nih.gov/compound/2351
geometries/natoms_61_cid_2402.sdf,61,C27H27N5O2,2402,https://pubchem.ncbi.nlm.nih.gov/compound/2402
geometries/natoms_47_cid_2467.sdf,47,C17H25NO4,2467,https://pubchem.ncbi.nlm.nih.gov/compound/2467
geometries/natoms_71_cid_2488.sdf,71,C28H38NO4+,2488,https://pubchem.ncbi.nlm.nih.gov/compound/2488
geometries/natoms_69_cid_2494.sdf,69,C27H37N3O2,2494,https://pubchem.ncbi.nlm.nih.gov/compound/2494
geometries/natoms_86_cid_2497.sdf,86,C34H48N4+2,2497,https://pubchem.ncbi.nlm.nih.gov/compound/2497
geometries/natoms_70_cid_2512.sdf,70,C26H37N5O2,2512,https://pubchem.ncbi.nlm.nih.gov/compound/2512
geometries/natoms_71_cid_2520.sdf,71,C27H38N2O4,2520,https://pubchem.ncbi.nlm.nih.gov/compound/2520
geometries/natoms_71_cid_2521.sdf,71,C30H26N2O13,2521,https://pubchem.ncbi.nlm.nih.gov/compound/2521
geometries/natoms_79_cid_2540.sdf,79,C33H34N6O6,2540,https://pubchem.ncbi.nlm.nih.gov/compound/2540
geometries/natoms_71_cid_2580.sdf,71,C28H38N4O,2580,https://pubchem.ncbi.nlm.nih.gov/compound/2580
geometries/natoms_60_cid_2663.sdf,60,C20H33N3O4,2663,https://pubchem.ncbi.nlm.nih.gov/compound/2663
geometries/natoms_72_cid_2665.sdf,72,C28H38N2O4,2665,https://pubchem.ncbi.nlm.nih.gov/compound/2665
geometries/natoms_65_cid_2674.sdf,65,C29H26O10,2674,https://pubchem.ncbi.nlm.nih.gov/compound/2674
geometries/natoms_62_cid_2681.sdf,62,C19H42N+,2681,https://pubchem.ncbi.nlm.nih.gov/compound/2681
geometries/natoms_65_cid_2691.sdf,65,C23H29N7O6,2691,https://pubchem.ncbi.nlm.nih.gov/compound/2691
geometries/natoms_77_cid_2694.sdf,77,C27H39N5O6,2694,https://pubchem.ncbi.nlm.nih.gov/compound/2694
geometries/natoms_84_cid_2695.sdf,84,C29H43N5O7,2695,https://pubchem.ncbi.nlm.nih.gov/compound/2695
geometries/natoms_76_cid_2696.sdf,76,C27H39N5O5,2696,https://pubchem.ncbi.nlm.nih.gov/compound/2696
geometries/natoms_75_cid_2697.sdf,75,C27H38N4O6,2697,https://pubchem.ncbi.nlm.nih.gov/compound/2697
geometries/natoms_80_cid_2698.sdf,80,C28H41N5O6,2698,https://pubchem.ncbi.nlm.nih.gov/compound/2698
geometries/natoms_74_cid_2699.sdf,74,C26H37N5O6,2699,https://pubchem.ncbi.nlm.nih.gov/compound/2699
geometries/natoms_76_cid_2706.sdf,76,C28H38N4O6,2706,https://pubchem.ncbi.nlm.nih.gov/compound/2706
geometries/natoms_64_cid_2752.sdf,64,C27H28N2O7,2752,https://pubchem.ncbi.nlm.nih.gov/compound/2752
geometries/natoms_70_cid_2787.sdf,70,C28H36O6,2787,https://pubchem.ncbi.nlm.nih.gov/compound/2787
geometries/natoms_68_cid_2827.sdf,68,C32H30N2O4,2827,https://pubchem.ncbi.nlm.nih.gov/compound/2827
geometries/natoms_96_cid_2837.sdf,96,C35H49N5O7,2837,https://pubchem.ncbi.nlm.nih.gov/compound/2837
geometries/natoms_93_cid_2838.sdf,93,C34H49N5O5,2838,https://pubchem.ncbi.nlm.nih.gov/compound/2838
geometries/natoms_93_cid_2839.sdf,93,C34H47N5O7,2839,https://pubchem.ncbi.nlm.nih.gov/compound/2839
geometries/natoms_95_cid_2840.sdf,95,C35H49N5O6,2840,https://pubchem.ncbi.nlm.nih.gov/compound/2840
geometries/natoms_89_cid_2841.sdf,89,C32H45N5O7,2841,https://pubchem.ncbi.nlm.nih.gov/compound/2841
geometries/natoms_86_cid_2842.sdf,86,C31H43N5O7,2842,https://pubchem.ncbi.nlm.nih.gov/compound/2842
geometries/natoms_88_cid_2844.sdf,88,C31H44N6O7,2844,https://pubchem.ncbi.nlm.nih.gov/compound/2844
geometries/natoms_84_cid_2850.sdf,84,C32H41N5O6,2850,https://pubchem.ncbi.nlm.nih.gov/compound/2850
geometries/natoms_87_cid_2851.sdf,87,C30H45N5O7,2851,https://pubchem.ncbi.nlm.nih.gov/compound/2851
geometries/natoms_81_cid_2852.sdf,81,C31H39N5O6,2852,https://pubchem.ncbi.nlm.nih.gov/compound/2852
geometries/natoms_74_cid_2853.sdf,74,C26H37N5O6,2853,https://pubchem.ncbi.nlm.nih.gov/compound/2853
geometries/natoms_65_cid_2976.sdf,65,C26H32N2O5,2976,https://pubchem.ncbi.nlm.nih.gov/compound/2976
geometries/natoms_74_cid_2993.sdf,74,C30H40N4+2,2993,https://pubchem.ncbi.nlm.nih.gov/compound/2993
geometries/natoms_69_cid_3088.sdf,69,C26H35N3O5,3088,https://pubchem.ncbi.nlm.nih.gov/compound/3088
geometries/natoms_66_cid_3091.sdf,66,C20H38N4O4,3091,https://pubchem.ncbi.nlm.nih.gov/compound/3091
geometries/natoms_66_cid_3129.sdf,66,C23H38N2O3,3129,https://pubchem.ncbi.nlm.nih.gov/compound/3129
geometries/natoms_80_cid_3137.sdf,80,C35H38N2O5,3137,https://pubchem.ncbi.nlm.nih.gov/compound/3137
geometries/natoms_78_cid_3138.sdf,78,C33H38N4O3,3138,https://pubchem.ncbi.nlm.nih.gov/compound/3138
geometries/natoms_64_cid_3149.sdf,64,C22H40NO+,3149,https://pubchem.ncbi.nlm.nih.gov/compound/3149
geometries/natoms_69_cid_3163.sdf,69,C27H31N5O6,3163,https://pubchem.ncbi.nlm.nih.gov/compound/3163
geometries/natoms_64_cid_3175.sdf,64,C26H27N3O8,3175,https://pubchem.ncbi.nlm.nih.gov/compound/3175
geometries/natoms_65_cid_3263.sdf,65,C26H36O3,3263,https://pubchem.ncbi.nlm.nih.gov/compound/3263
geometries/natoms_98_cid_3358.sdf,98,C42H48N6O2+4,3358,https://pubchem.ncbi.nlm.nih.gov/compound/3358
geometries/natoms_96_cid_3359.sdf,96,C42H46N6O2+2,3359,https://pubchem.ncbi.nlm.nih.gov/compound/3359
geometries/natoms_73_cid_3459.sdf,73,C27H44O2,3459,https://pubchem.ncbi.nlm.nih.gov/compound/3459
geometries/natoms_67_cid_3497.sdf,67,C27H33N3O4,3497,https://pubchem.ncbi.nlm.nih.gov/compound/3497
geometries/natoms_68_cid_3503.sdf,68,C30H30O8,3503,https://pubchem.ncbi.nlm.nih.gov/compound/3503
geometries/natoms_94_cid_3527.sdf,94,C38H50O6,3527,https://pubchem.ncbi.nlm.nih.gov/compound/3527
geometries/natoms_94_cid_3531.sdf,94,C38H50O6,3531,https://pubchem.ncbi.nlm.nih.gov/compound/3531
geometries/natoms_82_cid_3582.sdf,82,C34H34N4O10,3582,https://pubchem.ncbi.nlm.nih.gov/compound/3582
geometries/natoms_84_cid_3583.sdf,84,C30H46N4O4,3583,https://pubchem.ncbi.nlm.nih.gov/compound/3583
geometries/natoms_81_cid_3584.sdf,81,C29H44N4O4,3584,https://pubchem.ncbi.nlm.nih.gov/compound/3584
geometries/natoms_64_cid_3585.sdf,64,C24H34N2O4+2,3585,https://pubchem.ncbi.nlm.nih.gov/compound/3585
geometries/natoms_69_cid_3607.sdf,69,C21H45N3,3607,https://pubchem.ncbi.nlm.nih.gov/compound/3607
geometries/natoms_78_cid_3628.sdf,78,C29H39NO9,3628,https://pubchem.ncbi.nlm.nih.gov/compound/3628
geometries/natoms_91_cid_3662.sdf,91,C35H52O4,3662,https://pubchem.ncbi.nlm.nih.gov/compound/3662
geometries/natoms_66_cid_3664.sdf,66,C30H26O10,3664,https://pubchem.ncbi.nlm.nih.gov/compound/3664
geometries/natoms_92_cid_3706.sdf,92,C36H47N5O4,3706,https://pubchem.ncbi.nlm.nih.gov/compound/3706
geometries/natoms_81_cid_3750.sdf,81,C33H38N4O6,3750,https://pubchem.ncbi.nlm.nih.gov/compound/3750
geometries/natoms_71_cid_3844.sdf,71,C32H31N3O5,3844,https://pubchem.ncbi.nlm.nih.gov/compound/3844
geometries/natoms_67_cid_3875.sdf,67,C30H27NO9,3875,https://pubchem.ncbi.nlm.nih.gov/compound/3875
geometries/natoms_87_cid_3897.sdf,87,C35H46O6,3897,https://pubchem.ncbi.nlm.nih.gov/compound/3897
geometries/natoms_83_cid_4008.sdf,83,C35H38N4O6,4008,https://pubchem.ncbi.nlm.nih.gov/compound/4008
geometries/natoms_66_cid_4009.sdf,66,C25H36O5,4009,https://pubchem.ncbi.nlm.nih.gov/compound/4009
geometries/natoms_73_cid_4056.sdf,73,C31H40O2,4056,https://pubchem.ncbi.nlm.nih.gov/compound/4056
geometries/natoms_70_cid_4123.sdf,70,C28H26O16,4123,https://pubchem.ncbi.nlm.nih.gov/compound/4123
geometries/natoms_67_cid_4196.sdf,67,C29H35NO2,4196,https://pubchem.ncbi.nlm.nih.gov/compound/4196
geometries/natoms_73_cid_4313.sdf,73,C29H32N6O6,4313,https://pubchem.ncbi.nlm.nih.gov/compound/4313
geometries/natoms_96_cid_4318.sdf,96,C39H48N4O5,4318,https://pubchem.ncbi.nlm.nih.gov/compound/4318
geometries/natoms_96_cid_4319.sdf,96,C38H48N4O6,4319,https://pubchem.ncbi.nlm.nih.gov/compound/4319
geometries/natoms_67_cid_4349.sdf,67,C26H33N3O5,4349,https://pubchem.ncbi.nlm.nih.gov/compound/4349
geometries/natoms_69_cid_4394.sdf,69,C25H36N4O4,4394,https://pubchem.ncbi.nlm.nih.gov/compound/4394
geometries/natoms_79_cid_4545.sdf,79,C31H35N2O11-,4545,https://pubchem.ncbi.nlm.nih.gov/compound/4545
geometries/natoms_70_cid_4701.sdf,70,C31H32N4O3,4701,https://pubchem.ncbi.nlm.nih.gov/compound/4701
geometries/natoms_83_cid_4809.sdf,83,C33H40N4O6,4809,https://pubchem.ncbi.nlm.nih.gov/compound/4809
geometries/natoms_72_cid_5048.sdf,72,C30H34N4O4,5048,https://pubchem.ncbi.nlm.nih.gov/compound/5048
geometries/natoms_72_cid_5368.sdf,72,C31H29N5O7,5368,https://pubchem.ncbi.nlm.nih.gov/compound/5368
geometries/natoms_90_cid_5388.sdf,90,C34H46N4O6+2,5388,https://pubchem.ncbi.nlm.nih.gov/compound/5388
geometries/natoms_73_cid_5390.sdf,73,C29H37N5O2,5390,https://pubchem.ncbi.nlm.nih.gov/compound/5390
geometries/natoms_88_cid_5422.sdf,88,C38H42N2O6,5422,https://pubchem.ncbi.nlm.nih.gov/compound/5422
geometries/natoms_92_cid_5500.sdf,92,C35H53NO3,5500,https://pubchem.ncbi.nlm.nih.gov/compound/5500
geometries/natoms_83_cid_5532.sdf,83,C33H40N4O6,5532,https://pubchem.ncbi.nlm.nih.gov/compound/5532
geometries/natoms_95_cid_5622.sdf,95,C37H50N6O2,5622,https://pubchem.ncbi.nlm.nih.gov/compound/5622
geometries/natoms_82_cid_5624.sdf,82,C30H44N6O2,5624,https://pubchem.ncbi.nlm.nih.gov/compound/5624
geometries/natoms_73_cid_5751.sdf,73,C28H44O,5751,https://pubchem.ncbi.nlm.nih.gov/compound/5751
geometries/natoms_67_cid_5869.sdf,67,C25H36O6,5869,https://pubchem.ncbi.nlm.nih.gov/compound/5869
geometries/natoms_86_cid_6000.sdf,86,C37H41N2O6+,6000,https://pubchem.ncbi.nlm.nih.gov/compound/6000
geometries/natoms_91_cid_6120.sdf,91,C32H49NO9,6120,https://pubchem.ncbi.nlm.nih.gov/compound/6120
geometries/natoms_85_cid_6121.sdf,85,C31H48O6,6121,https://pubchem.ncbi.nlm.nih.gov/compound/6121
geometries/natoms_93_cid_6188.sdf,93,C31H60N2+2,6188,https://pubchem.ncbi.nlm.nih.gov/compound/6188
geometries/natoms_87_cid_6190.sdf,87,C29H56N2+2,6190,https://pubchem.ncbi.nlm.nih.gov/compound/6190
geometries/natoms_72_cid_6221.sdf,72,C27H44O,6221,https://pubchem.ncbi.nlm.nih.gov/compound/6221
geometries/natoms_99_cid_6280.sdf,99,C36H51NO11,6280,https://pubchem.ncbi.nlm.nih.gov/compound/6280
geometries/natoms_78_cid_6746.sdf,78,C29H48O,6746,https://pubchem.ncbi.nlm.nih.gov/compound/6746
geometries/natoms_90_cid_6769.sdf,90,C35H42N2O11,6769,https://pubchem.ncbi.nlm.nih.gov/compound/6769
geometries/natoms_78_cid_8223.sdf,78,C33H35N5O5,8223,https://pubchem.ncbi.nlm.nih.gov/compound/8223
geometries/natoms_88_cid_8378.sdf,88,C23H46N6O13,8378,https://pubchem.ncbi.nlm.nih.gov/compound/8378
geometries/natoms_92_cid_9327.sdf,92,C40H46N4O2+2,9327,https://pubchem.ncbi.nlm.nih.gov/compound/9327
geometries/natoms_89_cid_10057.sdf,89,C32H48O9,10057,https://pubchem.ncbi.nlm.nih.gov/compound/10057
geometries/natoms_89_cid_10058.sdf,89,C32H48O9,10058,https://pubchem.ncbi.nlm.nih.gov/compound/10058
geometries/natoms_92_cid_10088.sdf,92,C35H52O5,10088,https://pubchem.ncbi.nlm.nih.gov/compound/10088
geometries/natoms_82_cid_10115.sdf,82,C30H52,10115,https://pubchem.ncbi.nlm.nih.gov/compound/10115
geometries/natoms_83_cid_10122.sdf,83,C30H52O,10122,https://pubchem.ncbi.nlm.nih.gov/compound/10122
geometries/natoms_85_cid_10170.sdf,85,C37H40N2O6,10170,https://pubchem.ncbi.nlm.nih.gov/compound/10170
geometries/natoms_83_cid_10206.sdf,83,C37H38N2O6,10206,https://pubchem.ncbi.nlm.nih.gov/compound/10206
geometries/natoms_82_cid_10501.sdf,82,C29H42O11,10501,https://pubchem.ncbi.nlm.nih.gov/compound/10501
geometries/natoms_85_cid_10575.sdf,85,C30H46O9,10575,https://pubchem.ncbi.nlm.nih.gov/compound/10575
geometries/natoms_77_cid_10621.sdf,77,C28H34O15,10621,https://pubchem.ncbi.nlm.nih.gov/compound/10621
geometries/natoms_88_cid_11822.sdf,88,C34H46N2O6+2,11822,https://pubchem.ncbi.nlm.nih.gov/compound/11822
geometries/natoms_85_cid_12420.sdf,85,C29H44O12,12420,https://pubchem.ncbi.nlm.nih.gov/compound/12420
geometries/natoms_85_cid_12627.sdf,85,C30H46O9,12627,https://pubchem.ncbi.nlm.nih.gov/compound/12627
geometries/natoms_87_cid_14951.sdf,87,C23H45N5O14,14951,https://pubchem.ncbi.nlm.nih.gov/compound/14951
geometries/natoms_96_cid_14955.sdf,96,C40H48N2O6+2,14955,https://pubchem.ncbi.nlm.nih.gov/compound/14955
geometries/natoms_77_cid_19212.sdf,77,C27H44O6,19212,https://pubchem.ncbi.nlm.nih.gov/compound/19212
geometries/natoms_91_cid_21913.sdf,91,C34H50O7,21913,https://pubchem.ncbi.nlm.nih.gov/compound/21913
geometries/natoms_88_cid_22309.sdf,88,C32H48O8,22309,https://pubchem.ncbi.nlm.nih.gov/compound/22309
geometries/natoms_97_cid_23429.sdf,97,C37H47NO12,23429,https://pubchem.ncbi.nlm.nih.gov/compound/23429
geometries/natoms_91_cid_23900.sdf,91,C34H50O7,23900,https://pubchem.ncbi.nlm.nih.gov/compound/23900
geometries/natoms_93_cid_25562.sdf,93,C35H47NO10,25562,https://pubchem.ncbi.nlm.nih.gov/compound/25562
geometries/natoms_77_cid_25702.sdf,77,C30H44O3,25702,https://pubchem.ncbi.nlm.nih.gov/compound/25702
geometries/natoms_90_cid_27425.sdf,90,C27H42N9O12-3,27425,https://pubchem.ncbi.nlm.nih.gov/compound/27425
geometries/natoms_99_cid_27886.sdf,99,C35H54O10,27886,https://pubchem.ncbi.nlm.nih.gov/compound/27886
geometries/natoms_93_cid_28707.sdf,93,C35H54N4+2,28707,https://pubchem.ncbi.nlm.nih.gov/compound/28707
geometries/natoms_99_cid_28709.sdf,99,C37H58N4+2,28709,https://pubchem.ncbi.nlm.nih.gov/compound/28709
geometries/natoms_89_cid_29922.sdf,89,C32H48O9,29922,https://pubchem.ncbi.nlm.nih.gov/compound/29922
geometries/natoms_90_cid_30551.sdf,90,C34H52N4+2,30551,https://pubchem.ncbi.nlm.nih.gov/compound/30551
geometries/natoms_94_cid_32242.sdf,94,C33H49NO11,32242,https://pubchem.ncbi.nlm.nih.gov/compound/32242
geometries/natoms_89_cid_32243.sdf,89,C31H47NO10,32243,https://pubchem.ncbi.nlm.nih.gov/compound/32243
geometries/natoms_98_cid_33580.sdf,98,C34H62N2+2,33580,https://pubchem.ncbi.nlm.nih.gov/compound/33580
geometries/natoms_100_cid_34096.sdf,100,C38H54N2O6+2,34096,https://pubchem.ncbi.nlm.nih.gov/compound/34096
geometries/natoms_90_cid_34156.sdf,90,C32H50N2O6+2,34156,https://pubchem.ncbi.nlm.nih.gov/compound/34156
geometries/natoms_94_cid_34311.sdf,94,C37H48O9,34311,https://pubchem.ncbi.nlm.nih.gov/compound/34311
geometries/natoms_98_cid_35772.sdf,98,C36H51NO10,35772,https://pubchem.ncbi.nlm.nih.gov/compound/35772
geometries/natoms_94_cid_36139.sdf,94,C40H46N2O6+2,36139,https://pubchem.ncbi.nlm.nih.gov/compound/36139
geometries/natoms_100_cid_37268.sdf,100,C39H52O9,37268,https://pubchem.ncbi.nlm.nih.gov/compound/37268
geometries/natoms_100_cid_37310.sdf,100,C39H52O9,37310,https://pubchem.ncbi.nlm.nih.gov/compound/37310
geometries/natoms_95_cid_37710.sdf,95,C33H47N9O6,37710,https://pubchem.ncbi.nlm.nih.gov/compound/37710
geometries/natoms_97_cid_38418.sdf,97,C36H52O9,38418,https://pubchem.ncbi.nlm.nih.gov/compound/38418
geometries/natoms_97_cid_38420.sdf,97,C36H52O9,38420,https://pubchem.ncbi.nlm.nih.gov/compound/38420
geometries/natoms_97_cid_39765.sdf,97,C34H57N2O4+,39765,https://pubchem.ncbi.nlm.nih.gov/compound/39765
geometries/natoms_98_cid_46061.sdf,98,C42H54N2+2,46061,https://pubchem.ncbi.nlm.nih.gov/compound/46061
geometries/natoms_99_cid_48074.sdf,99,C33H64N2+2,48074,https://pubchem.ncbi.nlm.nih.gov/compound/48074
geometries/natoms_98_cid_60516.sdf,98,C38H52N6O2,60516,https://pubchem.ncbi.nlm.nih.gov/compound/60516
geometries/natoms_97_cid_72178.sdf,97,C35H54O8,72178,https://pubchem.ncbi.nlm.nih.gov/compound/72178
geometries/natoms_95_cid_92720.sdf,95,C41H45N3O6,92720,https://pubchem.ncbi.nlm.nih.gov/compound/92720
geometries/natoms_100_cid_92999.sdf,100,C35H54O11,92999,https://pubchem.ncbi.nlm.nih.gov/compound/92999
geometries/natoms_95_cid_94350.sdf,95,C37H45NO12,94350,https://pubchem.ncbi.nlm.nih.gov/compound/94350
geometries/natoms_99_cid_107640.sdf,99,C37H50N2O10,107640,https://pubchem.ncbi.nlm.nih.gov/compound/107640
geometries/natoms_100_cid_117341.sdf,100,C39H52N2O7,117341,https://pubchem.ncbi.nlm.nih.gov/compound/117341
